time,exact_position,float64_exact_position,low_precision_exact_position,float64_biased_position
318.6,-0.268325475093,0.159348822729,0.178,-0.200348295822
319.5,0.587807200641,0.872966116334,0.877,-0.896553071734
320.4,0.999099105772,0.924271486938,0.912,-0.899863182972
321.3,0.654292726236,0.274339988853,0.255,-0.20772043361
322.2,-0.185669344182,-0.583730911408,-0.595,0.644957575437
323.1,-0.885120556527,-0.998930163828,-0.994,0.999184709627
324,-0.914730177935,-0.656249648213,-0.639,0.581199047775
324.9,-0.252090237238,0.184321860356,0.202,-0.285962164319
325.8,0.601326569194,0.885049950607,0.889,-0.932119551651
326.7,0.999671416432,0.914298216189,0.902,-0.857894973275
327.6,0.641484865705,0.249876248263,0.23,-0.120652366661
328.5,-0.202164642398,-0.604124691174,-0.616,0.709835563377
329.4,-0.892819979598,-0.99978139656,-0.995,0.991732127029
330.3,-0.90780695598,-0.636912510921,-0.618,0.507175570092
331.2,-0.235783726608,0.209176447065,0.228,-0.369348018857
332.1,0.614675926349,0.896565024464,0.901,-0.960423618455
333,0.999961092757,0.903737389185,0.891,-0.809242655631
333.9,0.628495639932,0.225251929485,0.205,-0.0326442622147
334.8,-0.218602783164,-0.624130241767,-0.637,0.769183017068
335.7,-0.900266978146,-0.999990138907,-0.996,0.976552672495
336.6,-0.900627072276,-0.617166073991,-0.6,0.429200540804
337.5,-0.219410553497,0.233896610533,0.252,-0.449856176119
338.4,0.627851497881,0.907503937962,0.914,-0.981244746972
339.3,0.99996805285,0.89259579264,0.88,-0.754285294321
340.2,0.615328721326,0.200482856863,0.178,0.0556181831229
341.1,-0.234979118971,-0.643734707001,-0.66,0.822537543329
342,-0.907459446702,-0.999556256726,-0.998,0.953764613547
342.9,-0.893192556771,-0.597023027092,-0.577,0.347881485924
343.8,-0.202975347047,0.25846646482,0.281,-0.526859373757
344.7,0.640849558696,0.917859661419,0.925,-0.994420713766
345.6,0.999692294742,0.880880586489,0.868,-0.693451078048
346.5,0.601987832534,0.17558494777,0.152,0.143447291104
347.4,-0.251289019781,-0.662925488444,-0.679,0.869483441609
348.3,-0.914395351759,-0.998480028842,-0.996,0.923545498547
349.2,-0.885505511407,-0.576496314768,-0.557,0.263851985735
350.1,-0.186482753939,0.282870220578,0.305,-0.599757657581
351,0.653666433888,0.927625539927,0.935,-0.999848861066
351.9,0.999133896397,0.868599299283,0.856,-0.627213983794
352.8,0.588476745387,0.15057420237,0.126,0.230158759737
353.7,-0.267527874341,-0.681690253506,-0.698,0.90965494283
354.6,-0.921072732349,-0.996762146872,-0.993,0.886130773361
355.5,-0.877568109519,-0.555599128117,-0.533,0.177766738386
356.4,-0.169937437078,0.307092195202,0.331,-0.667983055968
357.3,0.666298499779,0.936795297631,0.945,-0.997486896609
358.2,0.99829301569,0.855759823357,0.842,-0.556090083922
359.1,0.574799279838,0.125466693339,0.099,0.315076994882
360,-0.283691091487,-0.70001694337,-0.719,0.942739059205
360.9,-0.927489700593,-0.99440371478,-0.991,0.84181194694
361.8,-0.869382595227,-0.534344896319,-0.512,0.0902964589464
362.7,-0.153344074276,0.331116822903,0.355,-0.731004005102
363.6,0.678742184937,0.945363041761,0.955,-0.98735322314
364.5,0.997169890361,0.842370409754,0.831,-0.480633525315
365.4,0.560959302879,0.100278555539,0.076,0.397540374
366.3,-0.299774101434,-0.717893780739,-0.736,0.968478022811
367.2,-0.933644442241,-0.991406248168,-0.988,0.790934320082
368.1,-0.8609512828,-0.512747277996,-0.491,0.00212265366961
369,-0.136707356928,0.354928664712,0.379,-0.788329490533
369.9,0.690993971196,0.953323266421,0.96,-0.969526795043
370.8,0.995764837948,0.828439662926,0.812,-0.401432211852
371.7,0.546960727448,0.0750259756437,0.048,0.476906401045
372.6,-0.31577235708,-0.735309277406,-0.752,0.986671293936
373.5,-0.939535217178,-0.9877716733,-0.98,0.733894295098
374.4,-0.852276555999,-0.490820152446,-0.465,-0.086067689816
