step,replica_0_potential_energy_per_atom,replica_1_potential_energy_per_atom,replica_2_potential_energy_per_atom,replica_3_potential_energy_per_atom,replica_4_potential_energy_per_atom,replica_0_coordination_number,replica_1_coordination_number,replica_2_coordination_number,replica_3_coordination_number,replica_4_coordination_number
11700,-5.17834719418,-5.58800340187,-5.64190716288,-5.64855495168,-5.47600674938,11.8333333333,12.3703703704,12.2592592593,12.4259259259,12.2037037037
11720,-5.16981022157,-5.51072390716,-5.56305793603,-5.61045219919,-5.47038247734,11.7777777778,12.3518518519,12.1481481481,12.5185185185,12.3148148148
11740,-5.12005580683,-5.47250456942,-5.55095263123,-5.64200807498,-5.52741603245,11.7777777778,12.3703703704,12.2777777778,12.5,12.3333333333
11760,-5.15092919795,-5.5205370913,-5.62698758448,-5.70470070141,-5.58570541944,11.9074074074,12.3703703704,12.2592592593,12.462962963,12.2222222222
11780,-5.22773157349,-5.53045704043,-5.53791520454,-5.67628934416,-5.48803923781,11.8148148148,12.3518518519,12.2962962963,12.4259259259,12.2962962963
11800,-5.21270534742,-5.51047497251,-5.5264216964,-5.60086208725,-5.42600314025,11.9444444444,12.3703703704,12.2962962963,12.4814814815,12.2407407407
11820,-5.20005802445,-5.53065891163,-5.5691004935,-5.57713419062,-5.41910151127,11.8148148148,12.4074074074,12.2962962963,12.3888888889,12.2592592593
11840,-5.1653873291,-5.56694362004,-5.58661912962,-5.61379726937,-5.51639404575,11.8888888889,12.4814814815,12.2777777778,12.4259259259,12.4074074074
11860,-5.22082818106,-5.52864191784,-5.548936214,-5.6298835451,-5.48579585713,11.8888888889,12.5,12.2962962963,12.3518518519,12.4814814815
11880,-5.23263143857,-5.50024504989,-5.55699020654,-5.61280186367,-5.5335612025,11.8333333333,12.5,12.3333333333,12.3518518519,12.4814814815
11900,-5.2181744685,-5.55245919481,-5.54624301048,-5.54805918845,-5.52331324042,11.8333333333,12.5185185185,12.2962962963,12.2037037037,12.462962963
11920,-5.17371143142,-5.56405092732,-5.49419472075,-5.57019791483,-5.50284520137,11.7407407407,12.5185185185,12.2962962963,12.2777777778,12.2962962963
11940,-5.17921480109,-5.60598633575,-5.56436880615,-5.62471975688,-5.44753273345,11.7962962963,12.5555555556,12.3333333333,12.2962962963,12.3148148148
11960,-5.16177132781,-5.57928716892,-5.59641382943,-5.62351850646,-5.58089278244,11.7777777778,12.4814814815,12.3333333333,12.1666666667,12.2777777778
11980,-5.22599804661,-5.50459874,-5.60815070371,-5.56271135861,-5.57488901598,11.9444444444,12.3333333333,12.2777777778,12.1481481481,12.3703703704
12000,-5.26059865503,-5.48852487166,-5.53007885379,-5.54478166316,-5.57221274917,12,12.462962963,12.1851851852,12.1481481481,12.3888888889
