thermostat,replica_index,time,relative_energy_error
moderate_argon_langevin,1,1.23,5.85373635499e-06
moderate_argon_langevin,1,1.26,-1.63303345182e-05
moderate_argon_langevin,1,1.29,-7.49004183141e-06
moderate_argon_langevin,1,1.32,-2.81294785692e-06
moderate_argon_langevin,1,1.35,-2.57982218694e-06
moderate_argon_langevin,1,1.38,-1.40580256526e-05
moderate_argon_langevin,1,1.41,1.22853696842e-05
moderate_argon_langevin,1,1.44,8.31289173654e-07
moderate_argon_langevin,1,1.47,-5.94456162234e-06
moderate_argon_langevin,1,1.5,-9.74506148696e-06
moderate_argon_langevin,1,1.53,4.34461444391e-06
moderate_argon_langevin,1,1.56,5.4522800553e-06
moderate_argon_langevin,1,1.59,2.74954702903e-06
moderate_argon_langevin,1,1.62,-5.1401554069e-06
moderate_argon_langevin,1,1.65,1.77252469509e-06
moderate_argon_langevin,1,1.68,-3.31199510829e-06
moderate_argon_langevin,1,1.71,2.57859666071e-06
moderate_argon_langevin,1,1.74,-6.29334263443e-06
moderate_argon_langevin,1,1.77,-5.53063530243e-06
moderate_argon_langevin,1,1.8,2.98369128442e-07
moderate_argon_langevin,1,1.83,1.61455314046e-06
moderate_argon_langevin,1,1.86,-1.11022098069e-05
moderate_argon_langevin,1,1.89,6.01496957249e-06
moderate_argon_langevin,1,1.92,-1.39260967033e-05
moderate_argon_langevin,1,1.95,-1.11804642722e-05
moderate_argon_langevin,1,1.98,1.60440642679e-05
moderate_argon_langevin,1,2.01,2.75305068899e-06
moderate_argon_langevin,1,2.04,-1.95420311398e-05
moderate_argon_langevin,1,2.07,2.33835569047e-06
moderate_argon_langevin,1,2.1,-6.18156849008e-06
moderate_argon_langevin,1,2.13,-1.60764917364e-05
moderate_argon_langevin,1,2.16,-4.85588508191e-06
moderate_argon_langevin,1,2.19,-8.23357299622e-06
moderate_argon_langevin,1,2.22,-1.48673964113e-05
moderate_argon_langevin,1,2.25,-1.29904857001e-05
moderate_argon_langevin,1,2.28,-9.52588444985e-07
moderate_argon_langevin,1,2.31,-1.22842599122e-05
moderate_argon_langevin,1,2.34,-9.67554773578e-06
moderate_argon_langevin,1,2.37,-9.31640531582e-06
moderate_argon_langevin,1,2.4,-8.99023637078e-06
moderate_argon_langevin,1,2.43,-1.33423201468e-05
moderate_argon_langevin,1,2.46,-6.26542711699e-06
moderate_argon_langevin,1,2.49,-9.24286900631e-06
moderate_argon_langevin,1,2.52,-1.12153991588e-05
moderate_argon_langevin,1,2.55,-1.14549693442e-05
moderate_argon_langevin,1,2.58,-2.22277167209e-06
moderate_argon_langevin,1,2.61,-2.4572412675e-05
moderate_argon_langevin,1,2.64,-2.14152711227e-06
moderate_argon_langevin,1,2.67,1.28171046271e-05
moderate_argon_langevin,1,2.7,-2.32522620617e-05
moderate_argon_langevin,1,2.73,-6.43491401625e-06
moderate_argon_langevin,1,2.76,1.20760243183e-05
moderate_argon_langevin,1,2.79,-2.15455474044e-05
moderate_argon_langevin,1,2.82,-5.55060753674e-06
moderate_argon_langevin,1,2.85,5.72514931977e-06
moderate_argon_langevin,1,2.88,1.10961860267e-06
moderate_argon_langevin,1,2.91,-8.64250237795e-06
moderate_argon_langevin,1,2.94,-1.09167815797e-05
moderate_argon_langevin,1,2.97,7.69516135588e-06
moderate_argon_langevin,1,3,-7.88685662271e-06
moderate_argon_langevin,2,0,0
moderate_argon_langevin,2,0.03,7.99674355496e-06
